sample_id,acid,conc_gL,day,inoc,T,feedstock,pH,rep,inoc_T,T_inoc,inoc_pH,T_pH,pH_inoc,feedstock_T
B_45_F_5_A_D6,C4,0.203904237,26.8,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_C_D6,C3,0.21773005,26.8,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_B_D6,C2,0.232667187,26.8,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_9_A_D6,C4,0.243841449,26.8,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_9_A_D6,C3,0.251616705,26.8,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_45_F_5_A_D6,C3,0.284455173,26.8,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_C_D6,C3,0.314880547,26.8,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_A_D5,C6,0.174898172,20.7,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_C_D6,C6,0.339807537,26.8,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_A_D6,C3,0.413072506,26.8,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_B_D6,C3,0.439430032,26.8,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_B_D6,C4,0.457636134,26.8,B,45,F,5,B,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D6,C5,0.459238734,26.8,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_C_D6,C2,0.503398013,26.8,B,45,F,5,C,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_5_C_D6,C4,0.54592638,26.8,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_5_A_D6,C6,0.56950803,26.8,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D6,C7,0.601313275,26.8,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_45_F_5_A_D6,C2,0.618545491,26.8,B,45,F,5,A,B_45 ,45_B,B_pH_5,45_pH_5,pH_5_B,F_45
B_35_F_9_B_D6,C3,0.694970094,26.8,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_A_D6,C3,0.746677573,26.8,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_C_D6,C3,0.863233172,26.8,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_5_C_D6,C2,0.901699571,26.8,B,35,F,5,C,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_A_D6,C2,1.184925,26.8,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_A_D6,C4,1.291890707,26.8,B,35,F,5,A,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_B_D6,C4,1.408409927,26.8,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_35_F_5_B_D6,C2,1.522487932,26.8,B,35,F,5,B,B_35 ,35_B,B_pH_5,35_pH_5,pH_5_B,F_35
B_45_F_9_B_D6,C2,1.864283315,26.8,B,45,F,9,B,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_B_D6,C2,2.972514093,26.8,B,35,F,9,B,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_35_F_9_A_D6,C2,3.312416385,26.8,B,35,F,9,A,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_C_D6,C2,3.82151927,26.8,B,45,F,9,C,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
B_35_F_9_C_D6,C2,3.919170909,26.8,B,35,F,9,C,B_35 ,35_B,B_pH_9,35_pH_9,pH_9_B,F_35
B_45_F_9_A_D6,C2,4.016822549,26.8,B,45,F,9,A,B_45 ,45_B,B_pH_9,45_pH_9,pH_9_B,F_45
A_35_F_5_A_D0,C2,0.106018222,0,A,35,F,5,A,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_9_A_D0,C2,0.124482356,0,A,35,F,9,A,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_7_A_D0,C2,0.139880786,0,A,35,F,7,A,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_A_D0,C2,0.193060946,0,A,45,F,7,A,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_9_A_D0,C2,0.241113569,0,A,45,F,9,A,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_45_F_5_B_D0,C2,0.008716306,0,A,45,F,5,B,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_7_B_D0,C2,0.047737102,0,A,45,F,7,B,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_9_B_D0,C2,0.162918493,0,A,35,F,9,B,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_5_B_D0,C2,0.219308334,0,A,35,F,5,B,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_7_B_D0,C2,0.225537134,0,A,35,F,7,B,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_9_B_D0,C2,0.311951309,0,A,45,F,9,B,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_45_F_7_C_D0,C2,0.023607137,0,A,45,F,7,C,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_9_C_D0,C2,0.03856353,0,A,35,F,9,C,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_5_C_D0,C2,0.128584437,0,A,35,F,5,C,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_7_C_D0,C2,0.185277342,0,A,35,F,7,C,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_9_C_D0,C2,0.313767311,0,A,45,F,9,C,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_45_F_5_D_D0,C2,0.044019052,0,A,45,F_control,5,D,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_control_45
A_35_F_5_A_D1,C2,0.052312038,1.2,A,35,F,5,A,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_5_A_D1,C2,0.221025766,1.2,A,45,F,5,A,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_9_A_D1,C2,0.468297941,1.2,A,45,F,9,A,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_9_A_D1,C2,0.559082668,1.2,A,35,F,9,A,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_7_A_D1,C2,2.258907285,1.2,A,35,F,7,A,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_A_D1,C2,2.607957887,1.2,A,45,F,7,A,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_5_B_D1,C2,0.323396707,1.2,A,45,F,5,B,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_9_B_D1,C2,0.488965264,1.2,A,45,F,9,B,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_9_B_D1,C2,0.60427922,1.2,A,35,F,9,B,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_45_F_7_B_D1_2,C2,1.482658196,1.2,A,45,F,7,B,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_7_B_D1,C2,1.670970739,1.2,A,35,F,7,B,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_B_D1,C2,1.829915125,1.2,A,45,F,7,B,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_5_C_D1,C2,0.175826267,1.2,A,35,F,5,C,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_9_C_D1,C2,0.369909241,1.2,A,35,F,9,C,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_45_F_5_C_D1,C2,0.819340685,1.2,A,45,F,5,C,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_9_C_D1,C2,0.827543619,1.2,A,45,F,9,C,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_45_F_7_C_D1,C2,0.956984037,1.2,A,45,F,7,C,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_7_C_D1_2,C2,1.314761846,1.2,A,45,F,7,C,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_7_C_D1,C2,2.192975838,1.2,A,35,F,7,C,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_5_D_D1,C2,0.020642272,1.2,A,45,F_control,5,D,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_control_45
A_35_F_9_D_D1,C2,0.034547358,1.2,A,35,F_control,9,D,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_control_35
A_45_F_5_A_D2,C2,0.606091579,3.3,A,45,F,5,A,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_5_A_D2,C2,0.868033205,3.3,A,35,F,5,A,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_9_A_D2,C2,1.528063033,3.3,A,35,F,9,A,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_45_F_9_A_D2,C2,1.740914329,3.3,A,45,F,9,A,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_45_F_7_A_D2,C2,2.590007178,3.3,A,45,F,7,A,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_7_A_D2,C2,2.790053413,3.3,A,35,F,7,A,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_5_B_D2,C2,0.546016981,3.3,A,45,F,5,B,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_5_B_D2,C2,0.732450529,3.3,A,35,F,5,B,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_9_B_D2,C2,1.030326864,3.3,A,45,F,9,B,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_9_B_D2,C2,1.517870544,3.3,A,35,F,9,B,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_45_F_7_B_D2,C2,1.938294652,3.3,A,45,F,7,B,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_7_B_D2,C2,2.208827238,3.3,A,35,F,7,B,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_35_F_5_C_D2,C2,0.582830864,3.3,A,35,F,5,C,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_5_C_D2,C2,0.767270487,3.3,A,45,F,5,C,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_9_C_D2,C2,1.453373793,3.3,A,45,F,9,C,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_9_C_D2,C2,1.534015271,3.3,A,35,F,9,C,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_45_F_7_C_D2,C2,1.912827182,3.3,A,45,F,7,C,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_7_C_D2,C2,2.680250962,3.3,A,35,F,7,C,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_D_D2,C2,0.029796236,3.3,A,45,F_control,7,D,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_control_45
A_45_F_5_D_D2,C2,0.092536219,3.3,A,45,F_control,5,D,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_control_45
A_45_F_7_A_D3,C2,0.174820501,7.2,A,45,F,7,A,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_7_A_D3,C2,0.188300523,7.2,A,35,F,7,A,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_35_F_5_A_D3,C2,0.670587434,7.2,A,35,F,5,A,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_5_A_D3,C2,0.699813974,7.2,A,45,F,5,A,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_9_A_D3,C2,2.458850737,7.2,A,35,F,9,A,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_45_F_9_A_D3,C2,2.598108626,7.2,A,45,F,9,A,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_45_F_5_B_D3,C2,0.211296719,7.2,A,45,F,5,B,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_5_B_D3,C2,0.834411645,7.2,A,35,F,5,B,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_9_B_D3,C2,1.434484867,7.2,A,45,F,9,B,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_7_B_D3,C2,2.156624418,7.2,A,35,F,7,B,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_35_F_9_B_D3,C2,2.39284534,7.2,A,35,F,9,B,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_7_C_D3,C2,0.129674251,7.2,A,35,F,7,C,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_C_D3,C2,0.418620335,7.2,A,45,F,7,C,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_5_C_D3,C2,1.154215153,7.2,A,45,F,5,C,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_5_C_D3,C2,1.274374642,7.2,A,35,F,5,C,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_9_C_D3,C2,1.561536655,7.2,A,45,F,9,C,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_9_C_D3,C2,2.572976618,7.2,A,35,F,9,C,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_45_F_5_D_D3,C2,0.027911916,7.2,A,45,F_control,5,D,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_control_45
A_35_F_5_D_D3,C2,0.028204225,7.2,A,35,F_control,5,D,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_control_35
A_45_F_9_D_D3_2,C2,0.069461588,7.2,A,45,F_control,9,D,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_control_45
A_45_F_9_D_D3,C2,0.081937154,7.2,A,45,F_control,9,D,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_control_45
A_35_F_7_A_D4,C2,0.039709716,11.3,A,35,F,7,A,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_A_D4,C2,0.229976959,11.3,A,45,F,7,A,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_5_A_D4_2,C2,0.463868195,11.3,A,45,F,5,A,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_5_A_D4,C2,0.526634017,11.3,A,45,F,5,A,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_5_A_D4,C2,1.206000152,11.3,A,35,F,5,A,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_5_A_D4_2,C2,1.218949058,11.3,A,35,F,5,A,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_9_A_D4,C2,2.332803063,11.3,A,45,F,9,A,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_9_A_D4,C2,2.970409179,11.3,A,35,F,9,A,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_5_B_D4,C2,1.060621144,11.3,A,35,F,5,B,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_5_B_D4,C2,1.29180934,11.3,A,45,F,5,B,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_9_B_D4,C2,1.352503776,11.3,A,45,F,9,B,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_7_B_D4,C2,1.909758706,11.3,A,35,F,7,B,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_35_F_9_B_D4,C2,2.998841993,11.3,A,35,F,9,B,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_7_C_D4,C2,0.017023319,11.3,A,35,F,7,C,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_C_D4,C2,0.700023314,11.3,A,45,F,7,C,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_5_C_D4,C2,0.74002007,11.3,A,45,F,5,C,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_5_C_D4_2,C2,0.807566869,11.3,A,35,F,5,C,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_5_C_D4,C2,1.551714867,11.3,A,35,F,5,C,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_9_C_D4,C2,1.710268203,11.3,A,45,F,9,C,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_9_C_D4,C2,2.770368492,11.3,A,35,F,9,C,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_7_D_D4,C2,0.039741953,11.3,A,35,F_control,7,D,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_control_35
A_35_F_7_INOC_3_31,C2,0.056029222,54.1,A,35,F,7,INOC,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_INOC_3_31,C2,0.069612945,54.1,A,45,F,7,INOC,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_5_INOC_3_31,C2,0.411118336,54.1,A,45,F,5,INOC,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_5_INOC_3_31,C2,1.613210697,54.1,A,35,F,5,INOC,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_9_INOC_3_31,C2,2.039237739,54.1,A,45,F,9,INOC,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_9_INOC_3_31,C2,4.148195994,54.1,A,35,F,9,INOC,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
B_45_M_9_A_D5,C2,4.5,24.7,B,45,M,9,A,B_45,45_B,B_pH_9,45_pH_9,pH_9_B,M_45
A_45_M_9_C_4_29,C2,3.574462042,23.29,A,45,M,9,C,A_45,45_A,A_pH_9,45_pH_9,pH_9_A,M_45
B_45_M_9_B_D5,C2,3.5,24.7,B,45,M,9,B,B_45,45_B,B_pH_9,45_pH_9,pH_9_B,M_45
A_45_F_5_A_D0,C3,0.192448878,0,A,45,F,5,A,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_9_A_D1,C3,0.083157911,1.2,A,35,F,9,A,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_45_F_7_A_D1,C3,0.083233767,1.2,A,45,F,7,A,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_7_A_D1,C3,0.142730835,1.2,A,35,F,7,A,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_5_A_D1,C3,0.273814028,1.2,A,45,F,5,A,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_9_B_D1,C3,0.033666637,1.2,A,35,F,9,B,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_45_F_5_B_D1,C3,0.113752618,1.2,A,45,F,5,B,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_7_B_D1,C3,0.17132419,1.2,A,35,F,7,B,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_B_D1,C3,0.30496169,1.2,A,45,F,7,B,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_7_B_D1_2,C3,0.438862202,1.2,A,45,F,7,B,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_7_C_D1,C3,0.023985742,1.2,A,35,F,7,C,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_C_D1,C3,0.119784166,1.2,A,45,F,7,C,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_7_C_D1_2,C3,0.171763953,1.2,A,45,F,7,C,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_5_C_D1,C3,0.842043909,1.2,A,45,F,5,C,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_9_A_D2,C3,0.018256072,3.3,A,45,F,9,A,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_9_A_D2,C3,0.159395679,3.3,A,35,F,9,A,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_5_A_D2,C3,0.260412815,3.3,A,35,F,5,A,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_7_A_D2,C3,0.302302369,3.3,A,45,F,7,A,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_7_A_D2,C3,0.586669727,3.3,A,35,F,7,A,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_5_A_D2,C3,0.838270059,3.3,A,45,F,5,A,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_9_B_D2,C3,0.044466038,3.3,A,35,F,9,B,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_7_B_D2,C3,0.321641261,3.3,A,35,F,7,B,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_35_F_5_B_D2,C3,0.340925257,3.3,A,35,F,5,B,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_5_B_D2,C3,0.595973734,3.3,A,45,F,5,B,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_7_B_D2,C3,0.864181323,3.3,A,45,F,7,B,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_5_C_D2,C3,0.332372988,3.3,A,35,F,5,C,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_7_C_D2,C3,0.493328169,3.3,A,35,F,7,C,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_C_D2,C3,0.517324386,3.3,A,45,F,7,C,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_5_C_D2,C3,0.825461889,3.3,A,45,F,5,C,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_7_A_D3,C3,0.189437453,7.2,A,35,F,7,A,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_A_D3,C3,0.291802398,7.2,A,45,F,7,A,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_5_A_D3,C3,0.33708401,7.2,A,35,F,5,A,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_9_A_D3,C3,0.555662771,7.2,A,35,F,9,A,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_45_F_5_A_D3,C3,0.750928865,7.2,A,45,F,5,A,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_35_F_5_B_D3,C3,0.422460544,7.2,A,35,F,5,B,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_9_B_D3,C3,0.439130825,7.2,A,35,F,9,B,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_7_B_D3,C3,0.515570616,7.2,A,35,F,7,B,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_B_D3,C3,0.566944898,7.2,A,45,F,7,B,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_5_B_D3,C3,0.872801885,7.2,A,45,F,5,B,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_9_C_D3,C3,0.021986106,7.2,A,45,F,9,C,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_9_C_D3,C3,0.126333866,7.2,A,35,F,9,C,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_35_F_7_C_D3,C3,0.18674115,7.2,A,35,F,7,C,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_35_F_5_C_D3,C3,0.397582415,7.2,A,35,F,5,C,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_45_F_7_C_D3,C3,0.584658282,7.2,A,45,F,7,C,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_45_F_5_C_D3,C3,0.976516789,7.2,A,45,F,5,C,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_9_A_D4,C3,0.022109428,11.3,A,45,F,9,A,A_45 ,45_A,A_pH_9,45_pH_9,pH_9_A,F_45
A_35_F_7_A_D4,C3,0.213614856,11.3,A,35,F,7,A,A_35 ,35_A,A_pH_7,35_pH_7,pH_7_A,F_35
A_45_F_7_A_D4,C3,0.349072429,11.3,A,45,F,7,A,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
A_35_F_5_A_D4,C3,0.423038984,11.3,A,35,F,5,A,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_5_A_D4_2,C3,0.519066792,11.3,A,35,F,5,A,A_35 ,35_A,A_pH_5,35_pH_5,pH_5_A,F_35
A_35_F_9_A_D4,C3,0.563870378,11.3,A,35,F,9,A,A_35 ,35_A,A_pH_9,35_pH_9,pH_9_A,F_35
A_45_F_5_A_D4_2,C3,0.780383501,11.3,A,45,F,5,A,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_5_A_D4,C3,0.904755072,11.3,A,45,F,5,A,A_45 ,45_A,A_pH_5,45_pH_5,pH_5_A,F_45
A_45_F_7_B_D4,C3,0.277975571,11.3,A,45,F,7,B,A_45 ,45_A,A_pH_7,45_pH_7,pH_7_A,F_45
